experiment_id,variant_id,question,track,source,case,case_label,solver_status,termination_condition,case_outcome,best_incumbent,best_bound,gap,elapsed_seconds,lp_relaxation_objective,timeline_mode,reconf_hours,delay_windows,fixed_total_mwh,mobile_total_mwh,c_reconf_yuan_per_mwh,C_total,C_grid,C_unserved,C_reconf,C_storage,C_total_with_storage,total_unmet_load,total_grid_purchase,total_charging_energy,total_discharging_energy,total_reconfiguration_volume,average_active_mobile_capacity_utilisation,SC_1,HT,R_delay,V_reconf_norm,B_reuse,L_friction,V_mob_net,note,concentration,concentration_level
E4,conc_0.65,"Under a shared storage budget, does mobile help more when stress is localized or distributed?",synthetic,synthetic_concentration_scan,mobile_only,Case B: Mobile Only,ok,optimal,optimal,2283.030142105263,2283.030142105263,0.0,1.9849999999860302,2283.030142105263,synthetic_hourly,24,1,0.0,2.4,0.5,2283.030142105263,923.4541421052631,1355.976,0.0,3.5999999999999996,2283.030142105263,112.99800000000002,871.3598947368421,15.157894736842106,14.592,3.0531133177191805e-15,0.38330761433122224,0.22435263983195414,1.0,2.999999999625,1.817329355677052e-16,,,,,0.65,0.65
E4,conc_0.65,"Under a shared storage budget, does mobile help more when stress is localized or distributed?",synthetic,synthetic_concentration_scan,hybrid,Case C: Hybrid,ok,optimal,optimal,2242.608572631579,2242.608572631579,0.0,2.0619999999180436,2242.608572631579,synthetic_hourly,24,1,1.8,1.2,0.5,2242.608572631579,925.363772631579,1313.6448,0.0,3.5999999999999996,2242.608572631579,109.47040000000001,875.0289684210526,18.947368421052634,18.240000000000002,1.3877787807814457e-16,0.42516943073645874,0.2246117698182748,1.0,3.053571428182079,1.652117595971707e-17,,,,,0.65,0.65
E4,conc_0.80,"Under a shared storage budget, does mobile help more when stress is localized or distributed?",synthetic,synthetic_concentration_scan,no_storage,Case 0: No Storage,ok,optimal,optimal,2371.4692,2371.4691999999995,0.0,1.562000000034459,2371.4692,synthetic_hourly,24,1,0.0,0.0,0.0,2371.4692,913.7332,1457.736,0.0,0.0,2371.4692,121.47800000000001,855.1859999999999,0.0,0.0,0.0,0.0,0.2319069145267003,1.0,0.0,0.0,,,,,0.8,0.8
E4,conc_0.80,"Under a shared storage budget, does mobile help more when stress is localized or distributed?",synthetic,synthetic_concentration_scan,fixed_only,Case A: Fixed Only,ok,optimal,optimal,2137.472963157895,2137.472963157895,0.0,1.8280000000959262,2137.472963157895,synthetic_hourly,24,1,3.6,0.0,0.0,2137.472963157895,924.5129631578948,1209.3600000000001,0.0,3.6,2137.472963157895,100.78,876.7328421052631,22.73684210526316,21.888000000000005,0.0,0.0,0.23352273685493224,1.0,0.0,0.0,,,,,0.8,0.8
E4,conc_0.80,"Under a shared storage budget, does mobile help more when stress is localized or distributed?",synthetic,synthetic_concentration_scan,mobile_only,Case B: Mobile Only,ok,optimal,optimal,2210.460572105263,2210.460572105263,0.0,2.625,2210.460572105263,synthetic_hourly,24,1,0.0,2.4,0.5,2210.460572105263,921.7733721052631,1285.0872000000002,0.0,3.5999999999999996,2210.460572105263,107.09060000000001,870.1392947368421,15.157894736842104,14.592,4.996003610813204e-16,0.4021449167343247,0.23282003013896668,1.0,2.999999999625,2.9738116729260854e-17,,,,,0.8,0.8
E4,conc_0.80,"Under a shared storage budget, does mobile help more when stress is localized or distributed?",synthetic,synthetic_concentration_scan,hybrid,Case C: Hybrid,ok,optimal,optimal,2170.168767631579,2170.1687676315787,0.0,3.062000000034459,2170.168767631579,synthetic_hourly,24,1,1.8,1.2,0.5,2170.168767631579,923.6651676315789,1242.9036,0.0,3.5999999999999996,2170.168767631579,103.5753,873.7960684210526,18.947368421052634,18.240000000000002,2.7755575615628914e-16,0.44389688413550027,0.23302058758329472,1.0,3.053571428182079,3.304235191943414e-17,,,,,0.8,0.8
E4,conc_0.95,"Under a shared storage budget, does mobile help more when stress is localized or distributed?",synthetic,synthetic_concentration_scan,no_storage,Case 0: No Storage,ok,optimal,optimal,2321.49795,2321.4979500000104,0.0,1.4219999999040738,2321.49795,synthetic_hourly,24,1,0.0,0.0,0.0,2321.49795,909.4219499999999,1412.0760000000002,0.0,0.0,2321.49795,117.67300000000003,851.8629999999999,0.0,0.0,0.0,0.0,0.24044704696417613,1.0,0.0,0.0,,,,,0.95,0.95
E4,conc_0.95,"Under a shared storage budget, does mobile help more when stress is localized or distributed?",synthetic,synthetic_concentration_scan,fixed_only,Case A: Fixed Only,ok,optimal,optimal,2159.589863157895,2159.589863157895,0.0,1.75,2159.589863157895,synthetic_hourly,24,1,3.6,0.0,0.0,2159.5898631578943,910.2938631578947,1245.696,0.0,3.6,2159.5898631578943,103.808,866.5768421052632,22.73684210526316,21.888,0.0,0.0,0.242549465030189,1.0,0.0,0.0,,,,,0.95,0.95
E4,conc_0.95,"Under a shared storage budget, does mobile help more when stress is localized or distributed?",synthetic,synthetic_concentration_scan,mobile_only,Case B: Mobile Only,ok,optimal,optimal,2166.6294292105263,2166.6294292105263,0.0,2.547000000020489,2166.6294292105263,synthetic_hourly,24,1,0.0,2.4,0.5,2166.6294292105263,917.0527871052632,1242.8148,3.161842105263134,3.5999999999999996,2166.6294292105263,103.56790000000002,866.533994736842,15.157894736842104,14.592,6.323684210526268,0.39832927288839,0.2428959492620295,1.0,3.053571428182079,0.376409774413682,,,,,0.95,0.95
E4,conc_0.95,"Under a shared storage budget, does mobile help more when stress is localized or distributed?",synthetic,synthetic_concentration_scan,hybrid,Case C: Hybrid,ok,optimal,optimal,2140.517339210526,2140.517339210526,0.0,3.030999999959022,2140.517339210526,synthetic_hourly,24,1,1.8,1.2,0.5,2140.517339210526,917.286507631579,1214.3532,5.277631578947347,3.5999999999999996,2140.517339210526,101.19610000000002,869.0472684210526,18.947368421052634,18.240000000000002,10.555263157894695,0.4429803945064839,0.2441288980071998,1.0,3.1607142852962373,1.2565789472188233,,,,,0.95,0.95
